app_id,title,release_date,genres,categories,developer,publisher,original_price,discount_percentage,discounted_price,dlc_available,age_rating,win_support,mac_support,linux_support,awards,overall_review_%,overall_review_count
1365720,Kujlevka,"6 Apr, 2023",Adventure,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",Callback,Crytivo,₹880.00,-40%,₹528.00,1,0,TRUE,FALSE,TRUE,1,95,349
1683370,Blocky Dungeon,"6 Apr, 2023","Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",SquareAnon,SquareAnon,₹480.00,-25%,₹360.00,0,0,TRUE,FALSE,FALSE,0,89,66
1453900,Curse of the Sea Rats,"6 Apr, 2023","Action, Adventure, RPG","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",Petoons Studio,PQube,₹880.00,-40%,₹528.00,1,0,TRUE,FALSE,FALSE,2,56,66
599610,Lost Words: Beyond the Page,"6 Apr, 2021","Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",Sketchbook Games,Maximum Entertainment,₹459.00,-60%,₹183.00,1,1,TRUE,FALSE,FALSE,9,95,502
1270420,Box Nation [] Lets Go Build and Fight,"6 Apr, 2020","Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing, Profile Features Limited",Hede,Hede,"₹7,900.00",-95%,₹395.00,0,0,TRUE,TRUE,TRUE,0,,
448500,Little Walker,"6 Apr, 2016","Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",Blake Fix,Blake Fix,₹287.00,-25%,₹215.00,1,0,TRUE,FALSE,FALSE,0,91,23
2556810,Half Alive,"5 Sep, 2023",Action,"Single-player, Online Co-op, LAN Co-op, Family Sharing, Profile Features Limited",Studio Tyro,Studio Tyro,₹250.00,-50%,₹125.00,0,0,TRUE,FALSE,FALSE,0,71,35
435230,Medieval Playground,"5 Sep, 2023",Simulation,"Single-player, Family Sharing",Americo Mateus Rodrigues,Universus Software,₹200.00,-20%,₹160.00,0,0,TRUE,FALSE,FALSE,0,31,16
2221170,Shalnor Legends 2: Trials of Thunder,"5 Sep, 2023","Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing, Profile Features Limited",Johnny Ostad,Johnny Ostad,₹480.00,-60%,₹192.00,0,0,TRUE,FALSE,FALSE,0,,
1997900,F*ckable Kim,"5 Sep, 2022","Action, Adventure, Indie, RPG","Single-player, Family Sharing, Profile Features Limited",Devilfish,Devilfish,₹52.00,-50%,₹26.00,0,0,TRUE,FALSE,FALSE,0,87,58
1609780,Invader TD,"5 Sep, 2022","Casual, Indie, Strategy","Single-player, Steam Achievements, Stats, Family Sharing, Profile Features Limited",Creativer Game Studio,White Rose Games,₹250.00,-50%,₹125.00,1,0,TRUE,FALSE,FALSE,0,92,27
2116750,Lawnmower Game: Space Race,"5 Sep, 2022","Indie, Racing, Sports","Single-player, Steam Achievements, Family Sharing, Profile Features Limited",Tero Lunkka,Tero Lunkka,₹105.00,-70%,₹31.00,0,0,TRUE,FALSE,FALSE,0,72,11
2112920,VR PingPong Sweetie,"5 Sep, 2022","Casual, RPG, Simulation, Sports","Single-player, Tracked Controller Support, VR Only, Family Sharing, Profile Features Limited",Thoth VR Health,Thoth VR Health,₹165.00,-58%,₹70.00,0,0,TRUE,FALSE,FALSE,0,,
815370,Green Hell,"5 Sep, 2019","Action, Adventure, Indie, Simulation","Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",Creepy Jar,Creepy Jar,₹621.00,-67%,₹205.00,1,0,TRUE,FALSE,FALSE,2,87,50058
1025440,Fantasy General II,"5 Sep, 2019",Strategy,"Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing",Owned by Gravity,Slitherine Ltd.,"₹1,819.00",-17%,"₹1,518.00",4,0,TRUE,FALSE,FALSE,2,81,913
693450,Clad in Iron: Gulf of Mexico 1864,"5 Sep, 2017","Simulation, Strategy","Single-player, Family Sharing",Totem Games,Strategy First,₹569.00,-80%,₹113.00,0,0,TRUE,FALSE,FALSE,0,100,16
520470,Music Inside: A VR Rhythm Game,"5 Sep, 2016","Casual, Indie","Single-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",RR GAMES PTE LTD,RR GAMES PTE LTD,₹782.00,-60%,₹314.00,0,0,TRUE,FALSE,FALSE,0,68,51
55150,"Warhammer 40,000: Space Marine - Anniversary Edition","5 Sep, 2011",Action,"Single-player, Steam Achievements, Steam Leaderboards, Remote Play on TV, Family Sharing",Relic Entertainment,SEGA,"₹2,999.00",-80%,₹599.00,0,0,TRUE,FALSE,FALSE,0,92,12118
1159290,The Bloodline,"5 Oct, 2023","Action, Indie, RPG, Early Access","Single-player, Family Sharing",Shieldbearer Studios,HOOK,"₹1,299.00",-33%,₹870.00,0,0,TRUE,FALSE,FALSE,1,83,2037
1227650,Bang-On Balls: Chronicles,"5 Oct, 2023","Action, Adventure, Casual, Indie","Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Cloud, Remote Play Together, Family Sharing",Exit Plan Games,Untold Tales,"₹1,580.00",-50%,₹790.00,2,0,TRUE,FALSE,FALSE,0,96,3572
2164030,Stop Dead,"5 Oct, 2023","Action, Indie, Early Access","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",Gridsnap Games LLC,"Rogue Games, Inc.",₹690.00,-50%,₹345.00,0,0,TRUE,FALSE,FALSE,0,96,65
